1,1,B1,11/12,2011-06-08,,14,10,0,0,D,0,0,D
1,1,B1,11/12,2011-06-08,,27,20,2,1,H,2,0,H
1,1,B1,11/12,2011-07-08,,23,7,3,3,D,0,3,A
1,1,B1,11/12,2011-07-08,,25,15,3,1,H,2,0,H
1,1,B1,11/12,2011-07-08,,28,13,0,0,D,0,0,D
1,1,B1,11/12,2011-08-13,,4,23,4,2,H,2,0,H
1,1,B1,11/12,2011-08-13,,7,20,1,0,H,0,0,D
1,1,B1,11/12,2011-08-13,,10,27,2,2,D,0,0,D
1,1,B1,11/12,2011-08-13,,11,25,3,1,H,2,0,H
1,1,B1,11/12,2011-08-13,,12,28,3,1,H,2,1,H
1,1,B1,11/12,2011-08-13,,13,5,2,0,H,1,0,H
1,1,B1,11/12,2011-08-14,,15,1,0,1,A,0,1,A
1,1,B1,11/12,2011-08-14,,16,14,2,1,H,1,0,H
1,1,B1,11/12,2011-08-19,,14,12,1,1,D,0,0,D
1,1,B1,11/12,2011-08-20,,5,10,3,2,H,2,1,H
1,1,B1,11/12,2011-08-20,,20,16,1,2,A,1,1,D
1,1,B1,11/12,2011-08-20,,23,15,0,2,A,0,1,A
1,1,B1,11/12,2011-08-20,,28,11,2,3,A,2,1,H
1,1,B1,11/12,2011-08-21,,1,4,2,2,D,0,0,D
1,1,B1,11/12,2011-08-21,,25,13,3,1,H,1,0,H
1,1,B1,11/12,2011-08-21,,27,7,1,1,D,1,0,H
1,1,B1,11/12,2011-08-27,,4,27,3,1,H,0,0,D
1,1,B1,11/12,2011-08-27,,10,16,0,0,D,0,0,D
1,1,B1,11/12,2011-08-27,,11,14,1,0,H,1,0,H
1,1,B1,11/12,2011-08-27,,13,23,4,0,H,1,0,H
1,1,B1,11/12,2011-08-27,,15,20,0,1,A,0,0,D
1,1,B1,11/12,2011-08-27,,28,5,1,3,A,0,2,A
1,1,B1,11/12,2011-08-28,,7,1,1,1,D,0,0,D
1,1,B1,11/12,2011-08-28,,12,25,1,1,D,0,0,D
1,1,B1,11/12,2011-09-09,,23,10,3,4,A,1,1,D
1,1,B1,11/12,2011-10-09,,5,12,2,1,H,2,0,H
1,1,B1,11/12,2011-10-09,,14,15,1,1,D,0,0,D
1,1,B1,11/12,2011-10-09,,20,4,3,1,H,1,0,H
1,1,B1,11/12,2011-10-09,,25,28,1,0,H,0,0,D
1,1,B1,11/12,2011-11-09,,1,13,2,0,H,1,0,H
1,1,B1,11/12,2011-11-09,,16,7,1,2,A,0,1,A
1,1,B1,11/12,2011-11-09,,27,11,1,3,A,1,0,H
1,1,B1,11/12,2011-09-17,,4,16,5,1,H,2,1,H
1,1,B1,11/12,2011-09-17,,5,14,0,0,D,0,0,D
1,1,B1,11/12,2011-09-17,,12,27,2,0,H,1,0,H
1,1,B1,11/12,2011-09-17,,13,20,2,0,H,2,0,H
1,1,B1,11/12,2011-09-17,,28,23,2,0,H,0,0,D
1,1,B1,11/12,2011-09-18,,10,25,3,0,H,1,0,H
1,1,B1,11/12,2011-09-18,,11,1,0,1,A,0,1,A
1,1,B1,11/12,2011-09-18,,15,7,1,2,A,1,1,D
1,1,B1,11/12,2011-09-24,,7,4,2,1,H,0,1,A
1,1,B1,11/12,2011-09-24,,14,28,0,0,D,0,0,D
1,1,B1,11/12,2011-09-24,,16,15,0,2,A,0,1,A
1,1,B1,11/12,2011-09-24,,20,10,1,1,D,0,1,A
1,1,B1,11/12,2011-09-24,,23,11,3,4,A,2,0,H
1,1,B1,11/12,2011-09-24,,27,13,1,0,H,0,0,D
1,1,B1,11/12,2011-09-25,,1,12,3,2,H,2,0,H
1,1,B1,11/12,2011-09-25,,25,5,0,0,D,0,0,D
1,1,B1,11/12,2011-01-10,,4,15,3,3,D,1,2,A
1,1,B1,11/12,2011-01-10,,5,23,2,2,D,0,1,A
1,1,B1,11/12,2011-01-10,,11,20,6,1,H,1,1,D
1,1,B1,11/12,2011-01-10,,13,16,1,0,H,0,0,D
1,1,B1,11/12,2011-01-10,,28,27,1,1,D,1,1,D
1,1,B1,11/12,2011-02-10,,10,1,0,1,A,0,0,D
1,1,B1,11/12,2011-02-10,,12,7,1,1,D,0,0,D
1,1,B1,11/12,2011-02-10,,25,14,2,0,H,2,0,H
1,1,B1,11/12,2011-10-15,,4,13,3,1,H,1,1,D
1,1,B1,11/12,2011-10-15,,15,10,3,1,H,1,1,D
1,1,B1,11/12,2011-10-15,,16,5,1,2,A,1,2,A
1,1,B1,11/12,2011-10-15,,20,28,1,1,D,0,1,A
1,1,B1,11/12,2011-10-15,,23,12,2,4,A,0,0,D
1,1,B1,11/12,2011-10-15,,27,14,1,2,A,1,1,D
1,1,B1,11/12,2011-10-16,,1,25,5,0,H,1,0,H
1,1,B1,11/12,2011-10-16,,7,11,2,0,H,1,0,H
1,1,B1,11/12,2011-10-22,,5,20,2,0,H,1,0,H
1,1,B1,11/12,2011-10-22,,10,4,2,0,H,0,0,D
1,1,B1,11/12,2011-10-22,,11,15,3,1,H,2,0,H
1,1,B1,11/12,2011-10-22,,12,16,2,2,D,0,1,A
1,1,B1,11/12,2011-10-22,,14,23,0,2,A,0,1,A
1,1,B1,11/12,2011-10-23,,13,7,2,1,H,0,0,D
1,1,B1,11/12,2011-10-23,,25,27,1,0,H,1,0,H
1,1,B1,11/12,2011-10-23,,28,1,1,2,A,1,0,H
1,1,B1,11/12,2011-10-29,,4,11,1,1,D,0,0,D
1,1,B1,11/12,2011-10-29,,7,10,4,5,A,1,2,A
1,1,B1,11/12,2011-10-29,,15,13,1,4,A,0,3,A
1,1,B1,11/12,2011-10-29,,16,28,1,0,H,0,0,D
1,1,B1,11/12,2011-10-29,,20,12,3,2,H,1,0,H
1,1,B1,11/12,2011-10-29,,27,5,1,1,D,0,1,A
1,1,B1,11/12,2011-10-30,,1,14,4,0,H,3,0,H
1,1,B1,11/12,2011-10-30,,23,25,1,1,D,0,0,D
1,1,B1,11/12,2011-04-11,,11,16,6,2,H,1,0,H
1,1,B1,11/12,2011-05-11,,10,13,2,2,D,0,0,D
1,1,B1,11/12,2011-05-11,,12,4,2,0,H,1,0,H
1,1,B1,11/12,2011-05-11,,14,20,3,1,H,2,0,H
1,1,B1,11/12,2011-05-11,,27,23,0,0,D,0,0,D
1,1,B1,11/12,2011-05-11,,28,15,2,4,A,0,2,A
1,1,B1,11/12,2011-06-11,,5,1,1,0,H,0,0,D
1,1,B1,11/12,2011-06-11,,25,7,2,1,H,1,0,H
1,1,B1,11/12,2011-11-18,,20,25,1,3,A,1,3,A
1,1,B1,11/12,2011-11-19,,4,14,2,1,H,1,0,H
1,1,B1,11/12,2011-11-19,,10,28,3,0,H,0,0,D
1,1,B1,11/12,2011-11-19,,13,11,0,4,A,0,3,A
1,1,B1,11/12,2011-11-19,,15,12,1,1,D,0,0,D
1,1,B1,11/12,2011-11-19,,16,27,1,1,D,0,0,D
1,1,B1,11/12,2011-11-20,,1,23,3,1,H,2,0,H
